date,face shield,search_interest_weight,rescaled_rsv,normalized_rescaled_rsv
2021-02-12,0,0.1555555555555555,0.0,0.0
2021-02-13,0,0.1555555555555555,0.0,0.0
2021-02-14,47,0.0958904109589041,4.506849315068493,2.266301369863013
2021-02-15,63,0.0958904109589041,6.041095890410959,3.0378082191780815
2021-02-16,67,0.0958904109589041,6.424657534246575,3.230684931506848
2021-02-17,58,0.0958904109589041,5.561643835616438,2.7967123287671227
2021-02-18,71,0.0958904109589041,6.808219178082191,3.4235616438356153
2021-02-19,54,0.0958904109589041,5.178082191780821,2.6038356164383556
2021-02-20,78,0.0958904109589041,7.47945205479452,3.761095890410958
2021-02-21,62,0.1304347826086956,8.086956521739127,4.066583850931674
2021-02-22,57,0.1304347826086956,7.434782608695649,3.7386335403726685
2021-02-23,54,0.1304347826086956,7.043478260869562,3.5418633540372646
2021-02-24,66,0.1304347826086956,8.608695652173909,4.328944099378878
2021-02-25,0,0.1304347826086956,0.0,0.0
2021-02-26,38,0.1304347826086956,4.956521739130433,2.4924223602484457
2021-02-27,45,0.1304347826086956,5.869565217391302,2.9515527950310543
2021-02-28,67,0.1147540983606557,7.688524590163932,3.8662295081967195
2021-03-01,65,0.1147540983606557,7.459016393442621,3.7508196721311458
2021-03-02,53,0.1147540983606557,6.081967213114752,3.058360655737703
2021-03-03,76,0.1147540983606557,8.721311475409832,4.3855737704918
2021-03-04,42,0.1147540983606557,4.81967213114754,2.423606557377048
2021-03-05,63,0.1147540983606557,7.229508196721309,3.6354098360655716
2021-03-06,0,0.1147540983606557,0.0,0.0
2021-03-07,73,0.0990566037735849,7.231132075471698,3.6362264150943386
2021-03-08,57,0.0990566037735849,5.646226415094339,2.839245283018867
2021-03-09,57,0.0990566037735849,5.646226415094339,2.839245283018867
2021-03-10,63,0.0990566037735849,6.2405660377358485,3.138113207547169
2021-03-11,0,0.0990566037735849,0.0,0.0
2021-03-12,100,0.0990566037735849,9.90566037735849,4.981132075471697
2021-03-13,74,0.0990566037735849,7.330188679245283,3.6860377358490557
2021-03-14,53,0.1019417475728155,5.402912621359222,2.716893203883494
2021-03-15,48,0.1019417475728155,4.893203883495144,2.4605825242718438
2021-03-16,65,0.1019417475728155,6.626213592233007,3.332038834951454
