date,Frontliners,search_interest_weight,rescaled_rsv,normalized_rescaled_rsv
2021-01-19,0,0.3696369636963696,0.0,0.0
2021-01-20,61,0.3696369636963696,22.547854785478545,19.230099009900993
2021-01-21,100,0.3696369636963696,36.96369636963696,31.52475247524753
2021-01-22,43,0.3696369636963696,15.894389438943893,13.555643564356437
2021-01-23,0,0.3696369636963696,0.0,0.0
2021-01-24,52,0.3643835616438356,18.947945205479453,16.15989041095891
2021-01-25,52,0.3643835616438356,18.947945205479453,16.15989041095891
2021-01-26,64,0.3643835616438356,23.32054794520548,19.889095890410964
2021-01-27,0,0.3643835616438356,0.0,0.0
2021-01-28,90,0.3643835616438356,32.794520547945204,27.96904109589041
2021-01-29,51,0.3643835616438356,18.583561643835615,15.849123287671235
2021-01-30,56,0.3643835616438356,20.405479452054795,17.402958904109592
2021-01-31,0,0.3658536585365853,0.0,0.0
2021-02-01,39,0.3658536585365853,14.268292682926827,12.168815331010453
2021-02-02,41,0.3658536585365853,14.999999999999998,12.792857142857143
2021-02-03,72,0.3658536585365853,26.34146341463414,22.465505226480836
2021-02-04,71,0.3658536585365853,25.975609756097555,22.15348432055749
2021-02-05,64,0.3658536585365853,23.41463414634146,19.969337979094075
2021-02-06,0,0.3658536585365853,0.0,0.0
2021-02-07,45,0.4133858267716535,18.602362204724407,15.865157480314963
2021-02-08,62,0.4133858267716535,25.629921259842515,21.858661417322832
2021-02-09,0,0.4133858267716535,0.0,0.0
2021-02-10,38,0.4133858267716535,15.708661417322832,13.397244094488189
2021-02-11,58,0.4133858267716535,23.9763779527559,20.44842519685039
2021-02-12,51,0.4133858267716535,21.082677165354326,17.980511811023618
2021-02-13,0,0.4133858267716535,0.0,0.0
2021-02-14,0,0.363914373088685,0.0,0.0
2021-02-15,63,0.363914373088685,22.926605504587155,19.553119266055045
2021-02-16,0,0.363914373088685,0.0,0.0
2021-02-17,65,0.363914373088685,23.654434250764528,20.17385321100918
2021-02-18,75,0.363914373088685,27.293577981651378,23.27752293577982
2021-02-19,48,0.363914373088685,17.46788990825688,14.897614678899082
2021-02-20,76,0.363914373088685,27.65749235474006,23.587889908256884
2021-02-21,0,0.3772455089820359,0.0,0.0
2021-02-22,47,0.3772455089820359,17.730538922155688,15.121616766467067
2021-02-23,43,0.3772455089820359,16.221556886227543,13.834670658682635
2021-02-24,89,0.3772455089820359,33.5748502994012,28.6345508982036
2021-02-25,67,0.3772455089820359,25.275449101796404,21.556347305389224
2021-02-26,39,0.3772455089820359,14.7125748502994,12.547724550898204
2021-02-27,49,0.3772455089820359,18.48502994011976,15.765089820359282
2021-02-28,0,0.3286384976525822,0.0,0.0
2021-03-01,68,0.3286384976525822,22.347417840375588,19.059154929577467
2021-03-02,80,0.3286384976525822,26.291079812206576,22.42253521126761
2021-03-03,100,0.3286384976525822,32.863849765258216,28.028169014084508
2021-03-04,79,0.3286384976525822,25.962441314553992,22.142253521126765
2021-03-05,45,0.3286384976525822,14.788732394366198,12.612676056338032
2021-03-06,54,0.3286384976525822,17.74647887323944,15.135211267605639
2021-03-07,0,0.35,0.0,0.0
2021-03-08,46,0.35,16.099999999999998,13.731000000000002
2021-03-09,63,0.35,22.049999999999997,18.8055
2021-03-10,60,0.35,21.0,17.910000000000004
2021-03-11,77,0.35,26.95,22.9845
2021-03-12,54,0.35,18.9,16.119
2021-03-13,0,0.35,0.0,0.0
2021-03-14,0,0.3206106870229007,0.0,0.0
2021-03-15,54,0.3206106870229007,17.312977099236637,14.765496183206107
2021-03-16,35,0.3206106870229007,11.221374045801523,9.570229007633586
