date,social distancing,search_interest_weight,rescaled_rsv,normalized_rescaled_rsv
2020-09-26,0,1.8260869565217392,0.0,0.0
2020-09-27,14,1.5714285714285714,22.0,13.126666666666667
2020-09-28,15,1.5714285714285714,23.57142857142857,14.064285714285713
2020-09-29,24,1.5714285714285714,37.714285714285715,22.502857142857142
2020-09-30,41,1.5714285714285714,64.42857142857143,38.44238095238095
2020-10-01,100,1.5714285714285714,157.14285714285714,93.76190476190476
2020-10-02,30,1.5714285714285714,47.14285714285714,28.128571428571426
2020-10-03,21,1.5714285714285714,33.0,19.689999999999998
2020-10-04,16,1.5789473684210529,25.263157894736846,15.073684210526316
2020-10-05,12,1.5789473684210529,18.947368421052634,11.305263157894737
2020-10-06,16,1.5789473684210529,25.263157894736846,15.073684210526316
2020-10-07,27,1.5789473684210529,42.631578947368425,25.436842105263157
2020-10-08,20,1.5789473684210529,31.57894736842106,18.842105263157897
2020-10-09,28,1.5789473684210529,44.21052631578948,26.378947368421052
2020-10-10,14,1.5789473684210529,22.10526315789474,13.189473684210526
2020-10-11,0,1.9021739130434785,0.0,0.0
2020-10-12,19,1.9021739130434785,36.14130434782609,21.564311594202902
2020-10-13,11,1.9021739130434785,20.923913043478265,12.484601449275363
2020-10-14,0,1.9021739130434785,0.0,0.0
2020-10-15,21,1.9021739130434785,39.94565217391305,23.834239130434785
2020-10-16,27,1.9021739130434785,51.35869565217392,30.64402173913044
2020-10-17,14,1.9021739130434785,26.6304347826087,15.889492753623188
2020-10-18,0,0.6186046511627907,0.0,0.0
2020-10-19,56,0.6186046511627907,34.64186046511628,20.66964341085271
2020-10-20,68,0.6186046511627907,42.06511627906977,25.098852713178292
2020-10-21,0,0.6186046511627907,0.0,0.0
2020-10-22,91,0.6186046511627907,56.29302325581396,33.58817054263566
2020-10-23,0,0.6186046511627907,0.0,0.0
2020-10-24,0,0.6186046511627907,0.0,0.0
2020-10-25,0,0.4075342465753424,0.0,0.0
2020-10-26,86,0.4075342465753424,35.047945205479444,20.9119406392694
2020-10-27,57,0.4075342465753424,23.229452054794514,13.860239726027393
2020-10-28,0,0.4075342465753424,0.0,0.0
2020-10-29,57,0.4075342465753424,23.229452054794514,13.860239726027393
2020-10-30,92,0.4075342465753424,37.4931506849315,22.370913242009127
2020-10-31,0,0.4075342465753424,0.0,0.0
2020-11-01,0,0.7388888888888888,0.0,0.0
2020-11-02,0,0.7388888888888888,0.0,0.0
2020-11-03,100,0.7388888888888888,73.88888888888889,44.08703703703703
